This file was created by CMPT_ME_BEME_RETS_WEEKLY using the 202007 CRSP database.
The Tbill return is the weekly rate that, over four weeks, 
compounds to 1-month TBill rate from Ibbotson and Associates Inc.

,Mkt-RF,SMB,HML,RF
19860829,    0.82,   -0.57,    0.52,   0.115
19860905,   -1.18,    0.75,    0.87,   0.112
19860912,   -7.95,    1.27,    1.48,   0.112
19860919,    0.46,   -0.67,    0.42,   0.112
19860926,    0.38,    0.79,    0.41,   0.112
19861003,    0.50,   -0.29,    0.11,   0.116
19861010,    0.54,   -0.73,   -0.14,   0.116
19861017,    1.11,   -0.55,   -0.89,   0.116
19861024,   -0.10,    0.15,   -0.29,   0.116
19861031,    2.08,   -0.85,    0.10,   0.116
19861107,    0.77,   -0.27,    0.34,   0.097
19861114,   -0.68,    0.36,    0.58,   0.097
19861121,   -0.05,   -1.66,   -0.03,   0.097
19861128,    1.13,   -0.39,   -0.89,   0.097
19861205,    0.78,   -0.65,   -0.86,   0.122
19861212,   -1.68,   -0.07,    0.93,   0.122
19861219,    0.31,   -0.74,    0.17,   0.122
19861226,   -0.94,    0.11,    0.26,   0.122
19870102,   -0.06,    1.17,   -0.22,   0.104
19870109,    5.51,    1.04,   -1.81,   0.104
19870116,    2.43,   -0.26,   -0.56,   0.104
19870123,    1.06,   -1.48,   -0.84,   0.104
19870130,    1.09,   -0.67,    0.20,   0.104
19870206,    2.66,    1.81,   -0.99,   0.108
19870213,    0.03,    1.33,   -2.31,   0.108
19870220,    1.74,   -1.09,   -0.42,   0.108
19870227,   -0.08,    1.31,   -2.02,   0.108
19870306,    1.81,   -0.65,    0.34,   0.117
19870313,   -0.07,    1.10,   -0.08,   0.117
19870320,    2.12,   -0.95,   -0.04,   0.117
19870327,   -0.65,    0.39,    0.87,   0.117
19870403,    0.77,   -0.77,   -0.36,   0.111
19870410,   -2.54,    1.36,   -0.33,   0.111
19870416,   -2.08,   -0.76,    0.50,   0.111
19870424,   -1.87,    0.30,    0.10,   0.111
19870501,    1.92,   -1.45,    0.51,   0.094
19870508,    1.63,   -0.37,    0.91,   0.094
19870515,   -1.92,    1.32,   -0.28,   0.094
19870522,   -2.18,   -0.53,   -0.05,   0.094
19870529,    2.77,   -1.06,   -0.66,   0.094
19870605,    1.03,   -0.51,    0.09,   0.120
19870612,    2.44,   -1.45,   -0.29,   0.120
19870619,    1.39,   -0.85,    0.10,   0.120
19870626,   -0.04,   -0.29,    0.10,   0.120
19870702,   -0.64,    0.66,    0.88,   0.114
19870710,    0.68,    0.06,    1.24,   0.114
19870717,    1.69,   -0.02,    0.26,   0.114
19870724,   -1.65,    0.48,   -0.22,   0.114
19870731,    2.68,   -1.09,   -0.67,   0.114
19870807,    1.50,   -0.01,   -0.77,   0.118
19870814,    3.00,   -2.28,    0.79,   0.118
19870821,    0.48,    0.06,   -0.82,   0.118
19870828,   -2.17,    1.71,   -0.24,   0.118
19870904,   -2.88,    1.76,    0.13,   0.113
19870911,    1.17,   -1.24,   -1.21,   0.113
19870918,   -2.04,    1.03,    0.69,   0.113
19870925,    1.29,   -1.40,    0.34,   0.113
19871002,    2.31,   -0.89,   -0.10,   0.149
19871009,   -4.68,    1.45,    0.88,   0.149
19871016,   -8.82,    0.56,    2.16,   0.149
19871023,  -13.86,   -6.96,    4.24,   0.149
19871030,    0.83,   -3.99,   -2.06,   0.149
19871106,   -0.28,    1.32,    1.50,   0.086
19871113,   -1.69,    0.89,    0.17,   0.086
19871120,   -1.79,   -1.23,    0.90,   0.086
19871127,   -0.21,    1.41,   -0.15,   0.086
19871204,   -7.06,   -0.68,    2.57,   0.098
19871211,    4.47,   -2.24,   -2.73,   0.098
19871218,    6.02,    2.54,   -3.49,   0.098
19871224,    1.31,    0.29,   -0.19,   0.098
19871231,   -1.76,    1.03,   -0.05,   0.098
19880108,   -0.32,    3.10,    1.65,   0.073
19880115,    2.60,   -2.95,    0.08,   0.073
19880122,   -1.74,    1.10,    2.29,   0.073
19880129,    3.70,   -2.21,    0.88,   0.073
19880205,   -1.42,    2.04,    1.43,   0.114
19880212,    2.29,    0.05,   -1.36,   0.114
19880219,    1.32,   -0.20,   -0.39,   0.114
19880226,    0.71,    1.78,   -0.87,   0.114
19880304,    1.98,    0.75,   -0.96,   0.110
19880311,   -0.65,    2.46,    0.20,   0.110
19880318,    2.02,   -0.65,   -0.11,   0.110
19880325,   -3.84,    2.41,    0.74,   0.110
19880331,   -0.01,    0.53,    0.45,   0.110
19880408,    3.33,   -2.07,    0.33,   0.115
19880415,   -3.26,    1.34,    0.78,   0.115
19880422,   -0.08,    0.33,    0.62,   0.115
19880429,    0.67,    1.23,   -0.13,   0.115
19880506,   -1.14,    1.13,    0.69,   0.126
19880513,   -0.60,   -1.19,    1.20,   0.126
19880520,   -1.47,   -0.26,    0.49,   0.126
19880527,    0.26,   -0.28,    0.25,   0.126
19880603,    4.41,   -2.33,   -0.41,   0.121
19880610,    1.84,    0.48,   -0.45,   0.121
19880617,   -0.15,    0.30,    0.42,   0.121
19880624,    1.19,    0.12,    0.08,   0.121
19880701,   -0.32,    1.92,   -0.34,   0.127
19880708,   -0.63,    0.56,    0.50,   0.127
19880715,    0.34,   -0.30,    0.18,   0.127
19880722,   -2.84,    1.58,    1.37,   0.127
19880729,    2.30,   -2.57,    0.15,   0.127
19880805,   -0.08,    0.13,    0.57,   0.148
19880812,   -2.99,    0.63,    0.63,   0.148
19880819,   -0.65,   -0.06,    0.17,   0.148
19880826,   -0.42,   -0.52,    0.59,   0.148
19880902,    1.50,   -1.04,    0.31,   0.154
19880909,    0.94,    0.27,   -1.07,   0.154
19880916,    1.02,   -0.57,    0.12,   0.154
19880923,   -0.21,    0.12,   -0.11,   0.154
19880930,    0.68,   -0.13,    0.17,   0.154
19881007,    1.59,   -2.05,    0.14,   0.152
19881014,   -0.92,    0.48,    0.36,   0.152
19881021,    2.14,   -1.72,   -0.33,   0.152
19881028,   -1.72,    0.31,    1.41,   0.152
19881104,   -0.59,   -0.06,    0.62,   0.141
19881111,   -2.80,    1.14,    0.36,   0.141
19881118,   -0.95,   -1.11,    0.30,   0.141
19881125,    0.06,   -0.70,    0.90,   0.141
19881202,    1.67,   -0.16,   -1.48,   0.158
19881209,    1.46,   -0.80,    0.24,   0.158
19881216,   -0.40,    0.67,    0.00,   0.158
19881223,    0.53,   -0.28,   -0.65,   0.158
19881230,    0.21,    1.46,   -0.55,   0.158
19890106,    0.94,    0.59,    0.92,   0.138
19890113,    0.84,   -0.67,    0.46,   0.138
19890120,    0.86,   -0.14,    0.20,   0.138
19890127,    2.15,   -1.46,   -0.61,   0.138
19890203,    1.20,    0.82,   -1.39,   0.153
19890210,   -1.31,    1.00,    1.19,   0.153
19890217,    1.46,   -0.34,   -0.16,   0.153
19890224,   -2.83,    1.21,    0.43,   0.153
19890303,    1.21,   -0.04,    0.25,   0.167
19890310,    0.51,    0.47,    0.01,   0.167
19890317,   -0.39,   -0.40,    0.32,   0.167
19890323,   -1.24,    0.93,    0.25,   0.167
19890331,    1.76,   -0.66,   -0.15,   0.167
19890407,    0.77,    0.00,   -0.34,   0.168
19890414,    1.15,    0.07,   -0.57,   0.168
19890421,    2.08,   -1.44,   -0.06,   0.168
19890428,    0.26,    0.75,   -0.38,   0.168
19890505,   -0.42,    1.25,   -0.49,   0.196
19890512,    1.57,   -1.16,   -0.84,   0.196
19890519,    2.06,   -1.05,   -0.05,   0.196
19890526,    0.25,    0.35,    0.27,   0.196
19890602,    1.17,    0.06,    0.16,   0.177
19890609,    0.35,   -0.10,    0.12,   0.177
19890616,   -1.72,    0.62,    0.93,   0.177
19890623,    1.46,   -1.62,   -0.46,   0.177
19890630,   -2.86,    0.45,    1.61,   0.177
19890707,    1.89,   -0.54,   -0.48,   0.173
19890714,    1.75,   -0.87,    0.09,   0.173
19890721,    0.80,   -0.24,   -1.20,   0.173
19890728,    1.54,   -1.33,   -1.14,   0.173
19890804,    0.61,    0.02,    0.74,   0.184
19890811,    0.41,    0.58,    0.26,   0.184
19890818,    0.03,   -0.68,   -0.14,   0.184
19890825,    1.08,   -0.51,   -0.59,   0.184
19890901,    0.76,   -0.10,    0.51,   0.163
19890908,   -1.19,    1.33,    0.37,   0.163
19890915,   -1.29,   -0.28,    0.00,   0.163
19890922,    0.46,   -0.58,   -0.39,   0.163
19890929,    0.65,    0.15,   -1.29,   0.163
19891006,    2.47,   -1.38,   -0.47,   0.169
19891013,   -6.49,    2.34,    0.66,   0.169
19891020,    2.94,   -3.24,   -1.83,   0.169
19891027,   -3.60,   -0.18,    0.58,   0.169
19891103,    0.70,   -0.65,    0.43,   0.171
19891110,    0.32,   -0.13,   -1.13,   0.171
19891117,    0.56,   -0.50,   -0.28,   0.171
19891124,    0.32,   -0.70,   -0.48,   0.171
19891201,    1.41,   -1.42,    0.23,   0.151
19891208,   -0.52,    0.33,    0.34,   0.151
19891215,   -0.24,   -1.65,    0.40,   0.151
19891222,   -0.78,   -0.21,    0.18,   0.151
19891229,    1.62,    0.10,   -0.68,   0.151
19900105,   -0.23,    1.27,   -0.86,   0.141
19900112,   -3.56,    0.52,    0.64,   0.141
19900119,   -0.47,   -0.35,   -0.24,   0.141
19900126,   -4.21,   -0.28,    0.93,   0.141
19900202,    1.22,   -1.71,   -0.11,   0.142
19900209,    1.06,    0.68,   -0.42,   0.142
19900216,   -0.32,    0.05,    0.57,   0.142
19900223,   -2.48,    0.64,    1.30,   0.142
19900302,    3.16,   -1.45,   -0.68,   0.161
19900309,    0.77,    1.03,   -1.29,   0.161
19900316,    0.83,    0.09,   -0.89,   0.161
19900323,   -1.41,    0.95,   -0.55,   0.161
19900330,    0.51,   -0.43,    0.27,   0.161
19900406,   -0.25,   -0.76,   -1.13,   0.171
19900412,    1.05,   -0.93,   -1.12,   0.171
19900420,   -2.69,    1.00,    0.25,   0.171
19900427,   -1.92,    0.45,    0.00,   0.171
19900504,    2.48,   -1.26,   -0.95,   0.169
19900511,    3.46,   -2.26,   -0.05,   0.169
19900518,    0.86,    0.45,   -0.98,   0.169
19900525,    0.26,    1.08,   -1.58,   0.169
19900601,    2.00,   -0.89,   -0.52,   0.156
19900608,   -1.00,    0.78,    0.95,   0.156
19900615,    0.86,    0.17,   -1.68,   0.156
19900622,   -1.94,    0.55,   -0.34,   0.156
19900629,    0.46,    0.00,   -0.99,   0.156
19900706,   -0.05,   -0.49,   -0.70,   0.169
19900713,    2.04,   -0.81,   -1.62,   0.169
19900720,   -1.76,   -0.34,    0.49,   0.169
19900727,   -2.48,   -0.08,    1.20,   0.169
19900803,   -2.93,   -2.60,    1.49,   0.164
19900810,   -2.65,    0.34,   -0.46,   0.164
19900817,   -2.59,   -0.90,    0.61,   0.164
19900824,   -5.45,   -2.39,    2.03,   0.164
19900831,    3.55,    0.25,   -1.59,   0.164
19900907,    0.14,   -0.16,    0.02,   0.149
19900914,   -1.98,    0.21,    0.01,   0.149
19900921,   -2.11,   -1.10,    1.00,   0.149
19900928,   -2.27,   -2.80,   -0.30,   0.149
19901005,    1.44,   -1.66,   -0.04,   0.170
19901012,   -4.11,   -1.27,    1.68,   0.170
19901019,    3.44,   -2.41,   -2.02,   0.170
19901026,   -2.13,    0.95,   -0.24,   0.170
19901102,    1.86,   -2.64,    0.53,   0.141
19901109,    0.87,   -0.12,   -0.31,   0.141
19901116,    1.41,    1.04,   -0.55,   0.141
19901123,   -0.73,    0.53,   -0.64,   0.141
19901130,    2.24,    0.18,   -1.34,   0.141
19901207,    1.98,    0.98,   -0.08,   0.149
19901214,   -0.36,   -0.17,   -0.70,   0.149
19901221,    1.22,   -1.09,    0.01,   0.149
19901228,   -0.84,    0.27,   -0.16,   0.149
19910104,   -2.04,    1.77,    1.77,   0.129
19910111,   -1.93,   -0.02,   -0.36,   0.129
19910118,    4.68,   -3.29,   -1.91,   0.129
19910125,    1.70,    3.32,   -0.81,   0.129
19910201,    2.70,    3.74,   -0.76,   0.119
19910208,    4.69,   -0.46,   -0.29,   0.119
19910215,    2.66,    1.04,    0.02,   0.119
19910222,   -0.74,    1.15,   -1.09,   0.119
19910301,    1.36,    0.70,    0.39,   0.110
19910308,    1.56,    2.75,   -1.31,   0.110
19910315,   -0.72,   -1.11,    0.92,   0.110
19910322,   -1.30,    1.53,   -0.05,   0.110
19910328,    2.23,    0.77,   -0.62,   0.110
19910405,    0.52,    1.66,   -0.82,   0.133
19910412,    1.06,   -0.07,    0.24,   0.133
19910419,    0.80,   -0.49,    1.16,   0.133
19910426,   -1.53,    0.14,    0.07,   0.133
19910503,    0.28,   -0.58,    0.31,   0.118
19910510,   -1.04,    1.22,   -0.25,   0.118
19910517,   -1.23,   -1.09,    0.60,   0.118
19910524,    1.45,   -0.21,   -0.64,   0.118
19910531,    3.00,   -0.44,    0.19,   0.118
19910607,   -2.21,    1.82,    1.26,   0.104
19910614,    0.33,   -1.28,   -0.26,   0.104
19910621,   -1.33,   -0.21,    0.36,   0.104
19910628,   -1.79,   -0.28,   -0.07,   0.104
19910705,    0.64,   -1.03,   -0.63,   0.122
19910712,    1.74,    0.39,   -0.73,   0.122
19910719,    0.99,    0.50,    0.82,   0.122
19910726,   -0.99,   -0.33,    0.51,   0.122
19910802,    1.70,   -0.04,   -1.42,   0.115
19910809,    0.17,    0.27,    0.01,   0.115
19910816,   -0.20,    0.55,    0.64,   0.115
19910823,    1.85,   -0.58,   -0.49,   0.115
19910830,    0.48,    0.96,   -0.70,   0.115
19910906,   -1.70,    0.58,    0.16,   0.114
19910913,   -1.27,    0.90,   -0.57,   0.114
19910920,    1.30,    0.19,   -1.05,   0.114
19910927,   -0.45,   -0.19,    0.44,   0.114
19911004,   -1.06,    0.48,    0.01,   0.106
19911011,   -0.28,   -0.51,    0.09,   0.106
19911018,    2.99,    0.51,   -0.30,   0.106
19911025,   -2.19,    0.34,    0.25,   0.106
19911101,    2.07,    0.37,   -0.78,   0.098
19911108,    0.60,    0.15,   -0.08,   0.098
19911115,   -2.55,    0.13,    0.20,   0.098
19911122,   -1.74,   -0.48,   -1.30,   0.098
19911129,   -0.25,   -0.42,   -0.53,   0.098
19911206,    1.14,   -0.18,   -2.55,   0.095
19911213,    1.09,   -1.21,   -0.33,   0.095
19911220,    0.35,   -0.85,   -1.39,   0.095
19911227,    5.18,   -0.53,    0.90,   0.095
19920103,    3.12,    1.12,    0.46,   0.085
19920110,    0.02,    3.86,   -1.01,   0.085
19920117,    0.93,    1.66,    3.56,   0.085
19920124,   -0.74,    0.71,    0.03,   0.085
19920131,   -1.26,    1.59,    1.15,   0.085
19920207,    0.96,    1.13,    1.21,   0.071
19920214,    0.31,    0.09,    2.51,   0.071
19920221,   -0.47,   -0.49,    2.68,   0.071
19920228,    0.29,    0.14,   -0.19,   0.071
19920306,   -2.06,    0.21,    0.82,   0.084
19920313,    0.28,   -0.56,    0.13,   0.084
19920320,    1.11,   -0.62,    1.97,   0.084
19920327,   -1.91,   -0.05,    0.27,   0.084
19920403,   -1.06,   -1.16,    0.02,   0.081
19920410,    0.31,   -1.43,    0.60,   0.081
19920416,    2.35,   -2.36,    2.10,   0.081
19920424,   -1.95,   -0.60,    2.65,   0.081
19920501,    0.91,   -0.04,   -0.66,   0.069
19920508,    1.01,   -0.03,    0.35,   0.069
19920515,   -1.43,    0.13,    1.16,   0.069
19920522,    0.80,   -0.20,    0.14,   0.069
19920529,    0.39,   -0.07,   -0.37,   0.069
19920605,   -0.46,    0.46,    1.62,   0.080
19920612,   -1.30,   -1.36,    1.34,   0.080
19920619,   -1.85,   -1.73,    0.66,   0.080
19920626,   -0.24,   -1.00,    0.25,   0.080
19920702,    2.23,   -0.10,   -1.07,   0.077
19920710,    0.62,   -0.62,    0.45,   0.077
19920717,    0.21,    0.80,   -0.95,   0.077
19920724,   -0.83,    0.19,    0.47,   0.077
19920731,    2.95,   -0.31,   -0.53,   0.077
19920807,   -0.99,    0.75,   -0.77,   0.065
19920814,    0.09,   -0.51,    0.16,   0.065
19920821,   -1.20,   -0.06,   -0.13,   0.065
19920828,   -0.19,   -0.41,   -0.44,   0.065
19920904,    0.75,    0.53,   -0.97,   0.064
19920911,    0.67,    0.31,   -1.25,   0.064
19920918,    0.70,   -0.29,    0.03,   0.064
19920925,   -1.88,    0.37,    1.66,   0.064
19921002,   -0.94,   -0.22,    0.98,   0.057
19921009,   -1.46,    0.86,   -0.69,   0.057
19921016,    1.99,   -0.40,   -0.90,   0.057
19921023,    0.95,    1.29,   -0.39,   0.057
19921030,    1.29,    0.27,   -0.60,   0.057
19921106,    0.28,    1.16,   -0.25,   0.059
19921113,    1.47,    1.69,   -1.82,   0.059
19921120,    1.00,    0.20,   -0.37,   0.059
19921127,    0.96,    0.32,    0.42,   0.059
19921204,    0.64,    1.16,    0.64,   0.070
19921211,    0.18,   -0.61,    0.58,   0.070
19921218,    1.24,   -1.24,    0.29,   0.070
19921224,   -0.11,    0.41,    1.15,   0.070
19921231,   -0.11,    2.08,    0.31,   0.070
19930108,   -1.52,    1.15,    1.35,   0.058
19930115,    2.01,    0.09,    0.57,   0.058
19930122,    0.15,    0.95,    2.67,   0.058
19930129,    0.31,   -0.18,    1.31,   0.058
19930205,    2.16,   -1.39,    2.22,   0.055
19930212,   -0.98,    0.08,    1.24,   0.055
19930219,   -2.89,   -0.98,    2.83,   0.055
19930226,    1.92,   -1.20,    0.14,   0.055
19930305,    0.93,    0.75,   -0.12,   0.063
19930312,    1.03,    0.40,   -0.35,   0.063
19930319,   -0.32,   -0.80,    2.00,   0.063
19930326,   -0.37,   -0.11,    0.74,   0.063
19930402,   -1.41,    0.55,    0.02,   0.059
19930408,   -0.25,   -1.25,    2.62,   0.059
19930416,    1.38,   -1.36,    2.23,   0.059
19930423,   -2.38,    1.93,   -2.38,   0.059
19930430,    0.58,   -0.58,   -0.81,   0.059
19930507,    1.00,    1.68,   -2.02,   0.054
19930514,   -0.66,    0.71,   -0.20,   0.054
19930521,    1.53,   -0.12,   -2.01,   0.054
19930528,    1.00,   -0.33,    0.82,   0.054
19930604,   -0.02,    0.44,    0.91,   0.063
19930611,   -0.93,   -0.59,   -0.06,   0.063
19930618,   -0.59,    0.35,    1.03,   0.063
19930625,    0.86,   -1.03,    0.56,   0.063
19930702,    0.26,    1.45,    0.15,   0.060
19930709,    0.40,   -0.35,    1.02,   0.060
19930716,   -0.39,    0.92,    0.94,   0.060
19930723,   -0.09,   -0.95,    0.45,   0.060
19930730,    0.40,    0.14,    0.63,   0.060
19930806,    0.44,    0.39,   -0.73,   0.063
19930813,    0.32,   -0.07,    0.90,   0.063
19930820,    1.40,    0.09,   -1.32,   0.063
19930827,    0.76,   -0.31,    0.89,   0.063
19930903,    0.61,    1.33,   -0.61,   0.064
19930910,   -0.21,   -0.90,    0.60,   0.064
19930917,   -0.56,    0.48,    0.65,   0.064
19930924,    0.19,    0.97,   -1.46,   0.064
19931001,    0.89,    0.97,    0.51,   0.055
19931008,   -0.23,    0.77,   -0.26,   0.055
19931015,    1.98,    0.62,   -2.74,   0.055
19931022,   -1.55,   -0.05,    1.16,   0.055
19931029,    0.88,    0.49,   -0.10,   0.055
19931105,   -1.97,   -0.18,   -1.10,   0.062
19931112,    1.48,    0.45,   -0.65,   0.062
19931119,   -1.30,   -1.40,    1.19,   0.062
19931126,    0.18,   -0.84,    0.47,   0.062
19931203,    0.68,    0.89,   -0.63,   0.057
19931210,   -0.25,   -0.38,    1.12,   0.057
19931217,    0.24,   -0.69,    0.27,   0.057
19931223,    0.09,   -0.62,    0.13,   0.057
19931231,    0.57,    2.50,   -0.66,   0.057
19940107,    0.41,    0.01,    0.50,   0.063
19940114,    1.05,   -0.31,    0.11,   0.063
19940121,   -0.07,    1.08,    0.16,   0.063
19940128,    0.88,   -0.59,    0.66,   0.063
19940204,   -1.82,    0.60,    0.81,   0.053
19940211,    0.19,    0.64,   -0.49,   0.053
19940218,   -0.29,    1.02,   -0.82,   0.053
19940225,   -0.42,   -0.21,   -0.27,   0.053
19940304,   -0.06,    0.37,   -0.02,   0.067
19940311,    0.30,    0.17,    0.34,   0.067
19940318,    1.23,    0.88,   -0.54,   0.067
19940325,   -2.04,    0.56,    0.82,   0.067
19940331,   -3.90,   -2.26,    0.63,   0.067
19940408,    0.57,    0.92,   -0.15,   0.068
19940415,   -0.75,   -1.46,    1.92,   0.068
19940422,   -0.09,   -1.72,   -0.02,   0.068
19940429,    0.95,    1.46,   -0.14,   0.068
19940506,   -0.67,    0.62,   -0.60,   0.079
19940513,   -1.31,   -0.77,    0.12,   0.079
19940520,    2.16,   -1.66,    0.54,   0.079
19940527,    0.66,   -0.17,    0.12,   0.079
19940603,    0.70,    0.37,   -0.64,   0.078
19940610,   -0.43,   -0.21,    1.14,   0.078
19940617,   -0.17,    0.03,    0.83,   0.078
19940624,   -3.79,   -0.58,    0.85,   0.078
19940701,    0.92,    0.24,   -0.31,   0.069
19940708,    0.58,   -0.72,    0.07,   0.069
19940715,    1.21,    0.43,   -0.26,   0.069
19940722,   -0.39,   -0.46,    0.70,   0.069
19940729,    0.95,   -0.64,   -0.14,   0.069
19940805,   -0.21,    0.12,    0.54,   0.092
19940812,    1.13,    0.11,   -1.41,   0.092
19940819,    0.51,    0.76,   -1.08,   0.092
19940826,    2.06,   -0.32,   -1.08,   0.092
19940902,   -0.39,    1.12,    0.36,   0.091
19940909,   -0.48,    0.86,   -0.33,   0.091
19940916,    0.73,    0.63,   -0.65,   0.091
19940923,   -2.54,    0.54,   -0.18,   0.091
19940930,    0.79,    0.21,   -0.85,   0.091
19941007,   -1.75,   -0.31,   -0.06,   0.096
19941014,    2.56,   -1.20,   -0.74,   0.096
19941021,   -0.86,    0.25,   -0.33,   0.096
19941028,    1.61,   -1.25,   -0.78,   0.096
19941104,   -1.87,    1.53,   -0.28,   0.092
19941111,   -0.32,   -0.84,   -0.60,   0.092
19941118,   -0.33,    0.07,   -1.17,   0.092
19941125,   -2.15,   -0.70,    1.09,   0.092
19941202,    0.03,    0.10,    0.12,   0.111
19941209,   -1.89,   -1.66,    1.02,   0.111
19941216,    2.44,   -0.72,   -0.32,   0.111
19941223,    0.51,    0.89,   -0.28,   0.111
19941230,    0.16,    1.95,   -0.05,   0.111
19950106,    0.17,   -1.21,    1.84,   0.104
19950113,    1.07,   -0.30,    0.13,   0.104
19950120,   -0.22,    0.47,   -0.96,   0.104
19950127,    0.79,   -1.22,    0.09,   0.104
19950203,    1.76,   -1.22,    0.14,   0.099
19950210,    0.83,    1.09,   -0.77,   0.099
19950217,   -0.03,   -0.37,    0.66,   0.099
19950224,    0.95,   -0.65,    0.87,   0.099
19950303,   -0.33,    0.75,   -1.05,   0.115
19950310,    0.47,   -0.84,   -0.76,   0.115
19950317,    0.95,   -0.43,   -0.56,   0.115
19950324,    0.90,   -0.53,   -0.23,   0.115
19950331,    0.09,    0.53,    1.36,   0.115
19950407,    0.71,   -1.17,    1.41,   0.111
19950413,    0.73,    0.69,   -0.25,   0.111
19950421,   -0.49,   -0.38,    1.54,   0.111
